Date,Address,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Day,Month,Year,Species_CULEX PIPIENS,Species_CULEX RESTUANS,Species,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,dz,ra,ts,tsra,vcts
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",T002,41.95469,-87.800991,3,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",T002,41.95469,-87.800991,5,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",T002,41.95469,-87.800991,1,0,5,6,2007,1,0,CULEX PIPIENS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",T015,41.974089,-87.824812,1,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",T015,41.974089,-87.824812,2,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",T045,41.9216,-87.666455,1,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",T045,41.9216,-87.666455,2,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",T045,41.9216,-87.666455,1,0,5,6,2007,1,0,CULEX PIPIENS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",T046,41.891118,-87.654491,1,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",T048,41.867108,-87.654224,1,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",T048,41.867108,-87.654224,1,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",T048,41.867108,-87.654224,2,0,5,6,2007,1,0,CULEX PIPIENS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",T049,41.896282,-87.655232,2,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",T050,41.919343,-87.694259,1,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",T050,41.919343,-87.694259,1,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",T054,41.921965,-87.632085,3,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",T086,41.688324,-87.676709,4,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",T094,41.720848,-87.666014,2,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",T096,41.731922,-87.677512,1,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",T096,41.731922,-87.677512,1,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",T096,41.731922,-87.677512,1,0,5,6,2007,1,0,CULEX PIPIENS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",T143,41.999129,-87.795585,2,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",T143,41.999129,-87.795585,9,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",T153,41.907645,-87.760886,3,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",T159,41.732984,-87.649642,1,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"9100 West Higgins Avenue, Chicago, IL 60656, USA",T009,41.981964,-87.812827,2,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",T011,41.944869,-87.832763,1,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"7200 North Oketo Avenue, Chicago, IL 60631, USA",T016,42.011601,-87.811506,1,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"3800 North California Avenue, Chicago, IL 60618, USA",T019,41.94983,-87.698457,1,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",T025,41.979243,-87.750938,1,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"5800 North Western Avenue, Chicago, IL 60659, USA",T028,41.986921,-87.689778,2,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"5000 South Central Avenue, Chicago, IL 60638, USA",T031,41.801498,-87.763416,1,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",T033,41.906638,-87.701431,3,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"South Vincennes Avenue, Chicago, IL, USA",T089,41.723195,-87.64997,1,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",T090,41.868077,-87.666901,1,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",T090,41.868077,-87.666901,7,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"1100 South State Street, Chicago, IL 60605, USA",T092,41.869216,-87.627561,1,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",T135,41.662014,-87.724608,2,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",T135,41.662014,-87.724608,4,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",T135,41.662014,-87.724608,1,0,5,6,2007,1,0,CULEX PIPIENS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",T141,41.961743,-87.76007,1,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",T141,41.961743,-87.76007,2,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",T142,41.953067,-87.776792,1,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",T142,41.953067,-87.776792,3,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"Chicago, IL, USA",T145,41.878114,-87.629798,3,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",T146,41.958271,-87.702575,1,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",T146,41.958271,-87.702575,2,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",T147,41.932094,-87.700117,1,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"1500 West Granville Avenue, Chicago, IL 60660, USA",T149,41.994469,-87.667736,1,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"1800 West Farwell Avenue, Chicago, IL 60626, USA",T150,42.006858,-87.675919,2,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",T151,41.916265,-87.800515,1,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",T151,41.916265,-87.800515,10,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"2500 South Millard Avenue, Chicago, IL 60623, USA",T152,41.846075,-87.716277,1,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"2100 North Lawler Avenue, Chicago, IL 60639, USA",T154,41.918705,-87.752329,1,0,5,6,2007,0,1,CULEX RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
2007-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",T158,41.682587,-87.707973,3,0,5,6,2007,1,1,CULEX PIPIENS/RESTUANS,1.5,63.5,49.0,56.5,-4.5,47.5,51.5,8.5,0.0,417.0,1923.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,0.0,1.0,0.0,0.0,0.0
