Id,WnvPresent
671,0.0076734927
672,0.0076734927
673,0.013104944
674,0.010202051
675,0.012599047
676,0.0078093945
677,0.0078093945
678,0.0078093945
679,0.0078093945
680,0.0078093945
681,0.01456476
682,0.011342218
683,0.012380834
684,0.0076734927
685,0.0076734927
686,0.0076734927
687,0.0076734927
688,0.0076734927
689,0.01456476
690,0.011342218
691,0.012380834
692,0.0076734927
693,0.0076734927
694,0.0076734927
695,0.0076734927
696,0.0076734927
697,0.01456476
698,0.011342218
699,0.012380834
700,0.0076734927
701,0.0076734927
702,0.0076734927
703,0.0076734927
704,0.0076734927
705,0.01456476
706,0.011342218
707,0.012380834
708,0.0076734927
709,0.0076734927
710,0.0076734927
711,0.0076734927
712,0.0076734927
713,0.007942535
714,0.0061760265
715,0.0067447913
716,0.0041712923
717,0.0041712923
718,0.0041712923
719,0.0041712923
720,0.0041712923
721,0.01456476
722,0.011342218
723,0.012380834
724,0.0076734927
725,0.0076734927
726,0.0076734927
727,0.0076734927
728,0.0076734927
729,0.01456476
730,0.011342218
731,0.012380834
732,0.0076734927
733,0.0076734927
734,0.0076734927
735,0.0076734927
736,0.0076734927
737,0.007942535
738,0.0061760265
739,0.0067447913
740,0.0041712923
741,0.0041712923
742,0.0041712923
743,0.0041712923
744,0.0041712923
745,0.01456476
746,0.011342218
747,0.012380834
748,0.0076734927
749,0.0076734927
750,0.0076734927
751,0.0076734927
752,0.0076734927
753,0.01456476
754,0.011342218
755,0.012380834
756,0.0076734927
757,0.0076734927
758,0.0076734927
759,0.0076734927
760,0.0076734927
761,0.009403413
762,0.007482252
763,0.007987144
764,0.0050556767
765,0.0050556767
766,0.0050556767
767,0.0050556767
768,0.0050556767
769,0.01456476
770,0.011342218
771,0.012380834
772,0.0076734927
773,0.0076734927
774,0.0076734927
775,0.0076734927
776,0.0076734927
777,0.011085859
778,0.008626315
779,0.009418594
780,0.0058308872
781,0.0058308872
782,0.0058308872
783,0.0058308872
784,0.0058308872
785,0.008968723
786,0.0071086893
787,0.0076174135
788,0.004802678
789,0.004802678
790,0.004802678
791,0.004802678
792,0.004802678
793,0.007865811
794,0.006434212
795,0.0066795563
796,0.0043460387
797,0.0043460387
798,0.0043460387
799,0.0043460387
800,0.0043460387
801,0.007865811
802,0.006434212
803,0.0066795563
804,0.0043460387
805,0.0043460387
806,0.0043460387
807,0.0043460387
808,0.0043460387
809,0.043782588
810,0.034320623
811,0.037383772
812,0.023395222
813,0.023395222
814,0.023395222
815,0.023395222
816,0.023395222
817,0.043782588
818,0.034320623
819,0.037383772
820,0.023395222
821,0.023395222
822,0.023395222
823,0.023395222
824,0.023395222
825,0.011085859
826,0.008626315
827,0.009418594
828,0.0058308872
829,0.0058308872
830,0.0058308872
831,0.0058308872
832,0.0058308872
833,0.008968723
834,0.0071086893
835,0.0076174135
836,0.004802678
837,0.004802678
838,0.004802678
839,0.004802678
840,0.004802678
841,0.01456476
842,0.011342218
843,0.012380834
844,0.0076734927
845,0.0076734927
846,0.0076734927
847,0.0076734927
848,0.0076734927
849,0.01456476
850,0.011342218
851,0.012380834
852,0.0076734927
853,0.0076734927
854,0.0076734927
855,0.0076734927
856,0.0076734927
857,0.01456476
858,0.011342218
859,0.012380834
860,0.0076734927
861,0.0076734927
862,0.0076734927
863,0.0076734927
864,0.0076734927
865,0.007865811
866,0.006434212
867,0.0066795563
868,0.0043460387
869,0.0043460387
870,0.0043460387
871,0.0043460387
872,0.0043460387
873,0.013047922
874,0.01015754
875,0.011088881
876,0.006869338
877,0.006869338
878,0.006869338
879,0.006869338
880,0.006869338
881,0.007942535
882,0.0061760265
883,0.0067447913
884,0.0041712923
885,0.0041712923
886,0.0041712923
887,0.0041712923
888,0.0041712923
889,0.013047922
890,0.01015754
891,0.011088881
892,0.006869338
893,0.006869338
894,0.006869338
895,0.006869338
896,0.006869338
897,0.01456476
898,0.011342218
899,0.012380834
900,0.0076734927
901,0.0076734927
902,0.0076734927
903,0.0076734927
904,0.0076734927
905,0.01456476
906,0.011342218
907,0.012380834
908,0.0076734927
909,0.0076734927
910,0.0076734927
911,0.0076734927
912,0.0076734927
913,0.013104944
914,0.010202051
915,0.012599047
916,0.0078093945
917,0.0078093945
918,0.0078093945
919,0.0078093945
920,0.0078093945
921,0.01456476
922,0.011342218
923,0.012380834
924,0.0076734927
925,0.0076734927
926,0.0076734927
927,0.0076734927
928,0.0076734927
929,0.01456476
930,0.011342218
931,0.012380834
932,0.0076734927
933,0.0076734927
934,0.0076734927
935,0.0076734927
936,0.0076734927
937,0.01456476
938,0.011342218
939,0.012380834
940,0.0076734927
941,0.0076734927
942,0.0076734927
943,0.0076734927
944,0.0076734927
945,0.015561133
946,0.012279833
947,0.014074944
948,0.009970924
949,0.009970924
950,0.009970924
951,0.009970924
952,0.009970924
953,0.01456476
954,0.011342218
955,0.012380834
956,0.0076734927
957,0.0076734927
958,0.0076734927
959,0.0076734927
960,0.0076734927
961,0.01456476
962,0.011342218
963,0.012380834
964,0.0076734927
965,0.0076734927
966,0.0076734927
967,0.0076734927
968,0.0076734927
969,0.01456476
970,0.011342218
971,0.012380834
972,0.0076734927
973,0.0076734927
974,0.0076734927
975,0.0076734927
976,0.0076734927
977,0.007865811
978,0.006434212
979,0.0066795563
980,0.0043460387
981,0.0043460387
982,0.0043460387
983,0.0043460387
984,0.0043460387
985,0.011085859
986,0.008626315
987,0.009418594
988,0.0058308872
989,0.0058308872
990,0.0058308872
991,0.0058308872
992,0.0058308872
993,0.01456476
994,0.011342218
995,0.012380834
996,0.0076734927
997,0.0076734927
998,0.0076734927
999,0.0076734927
1000,0.0076734927
1001,0.01456476
1002,0.012475458
1003,0.012380834
1004,0.009519598
1005,0.009519598
1006,0.009519598
1007,0.009519598
1008,0.009519598
1009,0.01456476
1010,0.012475458
1011,0.012380834
1012,0.009519598
1013,0.009519598
1014,0.009519598
1015,0.009519598
1016,0.009519598
1017,0.01456476
1018,0.012475458
1019,0.012380834
1020,0.009519598
1021,0.009519598
1022,0.009519598
1023,0.009519598
1024,0.009519598
1025,0.01456476
1026,0.011342218
1027,0.012380834
1028,0.0076734927
1029,0.0076734927
1030,0.0076734927
1031,0.0076734927
1032,0.0076734927
1033,0.023323132
1034,0.020294491
1035,0.019852376
1036,0.013770398
1037,0.013770398
1038,0.013770398
1039,0.013770398
1040,0.013770398
1041,0.01994721
1042,0.020283192
1043,0.016970094
1044,0.015319281
1045,0.015319281
1046,0.015319281
1047,0.015319281
1048,0.015319281
1049,0.01456476
1050,0.011342218
1051,0.012380834
1052,0.0076734927
1053,0.0076734927
1054,0.0076734927
1055,0.0076734927
1056,0.0076734927
1057,0.01456476
1058,0.011342218
1059,0.012380834
1060,0.0076734927
1061,0.0076734927
1062,0.0076734927
1063,0.0076734927
1064,0.0076734927
1065,0.01456476
1066,0.011342218
1067,0.012380834
1068,0.0076734927
1069,0.0076734927
1070,0.0076734927
1071,0.0076734927
1072,0.0076734927
1073,0.01456476
1074,0.011342218
1075,0.012380834
1076,0.0076734927
1077,0.0076734927
1078,0.0076734927
1079,0.0076734927
1080,0.0076734927
1081,0.01456476
1082,0.011342218
1083,0.012380834
1084,0.0076734927
1085,0.0076734927
1086,0.0076734927
1087,0.0076734927
1088,0.0076734927
1089,0.01456476
1090,0.012475458
1091,0.012380834
1092,0.009519598
1093,0.009519598
1094,0.009519598
1095,0.009519598
1096,0.009519598
1097,0.01456476
1098,0.011342218
1099,0.012380834
1100,0.0076734927
1101,0.0076734927
1102,0.0076734927
1103,0.0076734927
1104,0.0076734927
1105,0.010320659
1106,0.008029507
1107,0.008767457
1108,0.0054264213
1109,0.0054264213
1110,0.0054264213
1111,0.0054264213
1112,0.0054264213
1113,0.01456476
1114,0.011342218
1115,0.012380834
1116,0.0076734927
1117,0.0076734927
1118,0.0076734927
1119,0.0076734927
1120,0.0076734927
1121,0.01456476
1122,0.011342218
1123,0.012380834
1124,0.0076734927
1125,0.0076734927
1126,0.0076734927
1127,0.0076734927
1128,0.0076734927
1129,0.014001861
1130,0.010827336
1131,0.011901321
1132,0.007323919
1133,0.007323919
1134,0.007323919
1135,0.007323919
1136,0.007323919
1137,0.01456476
1138,0.011342218
1139,0.012380834
1140,0.0076734927
1141,0.0076734927
1142,0.0076734927
1143,0.0076734927
1144,0.0076734927
1145,0.01456476
1146,0.011342218
1147,0.012380834
1148,0.0076734927
1149,0.0076734927
1150,0.0076734927
1151,0.0076734927
1152,0.0076734927
1153,0.01456476
1154,0.011342218
1155,0.012380834
1156,0.0076734927
1157,0.0076734927
1158,0.0076734927
1159,0.0076734927
1160,0.0076734927
1161,0.018254427
1162,0.0142273195
1163,0.018254427
1164,0.011339513
1165,0.011339513
1166,0.011339513
1167,0.011339513
1168,0.011339513
1169,0.01456476
1170,0.011342218
1171,0.012380834
1172,0.0076734927
1173,0.0076734927
1174,0.0076734927
1175,0.0076734927
1176,0.0076734927
1177,0.01456476
1178,0.011342218
1179,0.012380834
1180,0.0076734927
1181,0.0076734927
1182,0.0076734927
1183,0.0076734927
1184,0.0076734927
1185,0.01456476
1186,0.011342218
1187,0.012380834
1188,0.0076734927
1189,0.0076734927
1190,0.0076734927
1191,0.0076734927
1192,0.0076734927
1193,0.14114411
1194,0.11313042
1195,0.12233639
1196,0.07917413
1197,0.07917413
1198,0.07917413
1199,0.07917413
1200,0.07917413
1201,0.01456476
1202,0.011342218
1203,0.012380834
1204,0.0076734927
1205,0.0076734927
1206,0.0076734927
1207,0.0076734927
1208,0.0076734927
1209,0.018280527
1210,0.012333294
1211,0.015548225
1212,0.008346688
1213,0.008346688
1214,0.008346688
1215,0.008346688
1216,0.008346688
1217,0.020629013
1218,0.014024961
1219,0.019773155
1220,0.010709741
1221,0.010709741
1222,0.010709741
1223,0.010709741
1224,0.010709741
1225,0.030314201
1226,0.023049507
1227,0.024764402
1228,0.015001299
1229,0.015001299
1230,0.015001299
1231,0.015001299
1232,0.015001299
1233,0.017941728
1234,0.012187259
1235,0.014622862
1236,0.007901144
1237,0.007901144
1238,0.007901144
1239,0.007901144
1240,0.007901144
1241,0.01232887
1242,0.008792833
1243,0.010037675
1244,0.0056936224
1245,0.0056936224
1246,0.0056936224
1247,0.0056936224
1248,0.0056936224
1249,0.017941728
1250,0.012187259
1251,0.014622862
1252,0.007901144
1253,0.007901144
1254,0.007901144
1255,0.007901144
1256,0.007901144
1257,0.01232887
1258,0.008792833
1259,0.010037675
1260,0.0056936224
1261,0.0056936224
1262,0.0056936224
1263,0.0056936224
1264,0.0056936224
1265,0.019727185
1266,0.013407885
1267,0.01608347
1268,0.008696269
1269,0.008696269
1270,0.008696269
1271,0.008696269
1272,0.008696269
1273,0.017941728
1274,0.012187259
1275,0.014622862
1276,0.007901144
1277,0.007901144
1278,0.007901144
1279,0.007901144
1280,0.007901144
1281,0.017941728
1282,0.012187259
1283,0.014622862
1284,0.007901144
1285,0.007901144
1286,0.007901144
1287,0.007901144
1288,0.007901144
1289,0.017941728
1290,0.012187259
1291,0.014622862
1292,0.007901144
1293,0.007901144
1294,0.007901144
1295,0.007901144
1296,0.007901144
1297,0.16884093
1298,0.12063355
1299,0.14163454
1300,0.08134917
1301,0.08134917
1302,0.08134917
1303,0.08134917
1304,0.08134917
1305,0.16884093
1306,0.12063355
1307,0.14163454
1308,0.08134917
1309,0.08134917
1310,0.08134917
1311,0.08134917
1312,0.08134917
1313,0.011672137
1314,0.008322871
1315,0.0095018195
1316,0.00538841
1317,0.00538841
1318,0.00538841
1319,0.00538841
1320,0.00538841
1321,0.017941728
1322,0.012187259
1323,0.014622862
1324,0.007901144
1325,0.007901144
1326,0.007901144
1327,0.007901144
1328,0.007901144
1329,0.017941728
1330,0.012187259
1331,0.014622862
1332,0.007901144
1333,0.007901144
1334,0.007901144
1335,0.007901144
1336,0.007901144
1337,0.017941728
1338,0.012187259
1339,0.014622862
1340,0.007901144
1341,0.007901144
1342,0.007901144
1343,0.007901144
1344,0.007901144
1345,0.017941728
1346,0.012187259
1347,0.014622862
1348,0.007901144
1349,0.007901144
1350,0.007901144
1351,0.007901144
1352,0.007901144
1353,0.030314201
1354,0.023049507
1355,0.024764402
1356,0.015001299
1357,0.015001299
1358,0.015001299
1359,0.015001299
1360,0.015001299
1361,0.018823761
1362,0.012187259
1363,0.01534429
1364,0.007901144
1365,0.007901144
1366,0.007901144
1367,0.007901144
1368,0.007901144
1369,0.017941728
1370,0.012187259
1371,0.014622862
1372,0.007901144
1373,0.007901144
1374,0.007901144
1375,0.007901144
1376,0.007901144
1377,0.016046124
1378,0.010892891
1379,0.0130732395
1380,0.0070587364
1381,0.0070587364
1382,0.0070587364
1383,0.0070587364
1384,0.0070587364
1385,0.017941728
1386,0.012187259
1387,0.014622862
1388,0.007901144
1389,0.007901144
1390,0.007901144
1391,0.007901144
1392,0.007901144
1393,0.017941728
1394,0.012187259
1395,0.014622862
1396,0.007901144
1397,0.007901144
1398,0.007901144
1399,0.007901144
1400,0.007901144
1401,0.023748983
1402,0.012187259
1403,0.019377097
1404,0.007901144
1405,0.007901144
1406,0.007901144
1407,0.007901144
1408,0.007901144
1409,0.017941728
1410,0.012187259
1411,0.014622862
1412,0.007901144
1413,0.007901144
1414,0.007901144
1415,0.007901144
1416,0.007901144
1417,0.017941728
1418,0.012187259
1419,0.014622862
1420,0.007901144
1421,0.007901144
1422,0.007901144
1423,0.007901144
1424,0.007901144
1425,0.017941728
1426,0.012187259
1427,0.014622862
1428,0.007901144
1429,0.007901144
1430,0.007901144
1431,0.007901144
1432,0.007901144
1433,0.011672137
1434,0.008322871
1435,0.0095018195
1436,0.00538841
1437,0.00538841
1438,0.00538841
1439,0.00538841
1440,0.00538841
1441,0.016240433
1442,0.011025497
1443,0.013232034
1444,0.0071450043
1445,0.0071450043
1446,0.0071450043
1447,0.0071450043
1448,0.0071450043
1449,0.032055106
1450,0.018068288
1451,0.026195198
1452,0.011738475
1453,0.011738475
1454,0.011738475
1455,0.011738475
1456,0.011738475
1457,0.017941728
1458,0.012187259
1459,0.014622862
1460,0.007901144
1461,0.007901144
1462,0.007901144
1463,0.007901144
1464,0.007901144
1465,0.011672137
1466,0.008322871
1467,0.0095018195
1468,0.00538841
1469,0.00538841
1470,0.00538841
1471,0.00538841
1472,0.00538841
1473,0.016046124
1474,0.010892891
1475,0.0130732395
1476,0.0070587364
1477,0.0070587364
1478,0.0070587364
1479,0.0070587364
1480,0.0070587364
1481,0.019727185
1482,0.013407885
1483,0.01608347
1484,0.008696269
1485,0.008696269
1486,0.008696269
1487,0.008696269
1488,0.008696269
1489,0.012726297
1490,0.008629884
1491,0.010361998
1492,0.0055877836
1493,0.0055877836
1494,0.0055877836
1495,0.0055877836
1496,0.0055877836
1497,0.012726297
1498,0.008629884
1499,0.010361998
1500,0.0055877836
1501,0.0055877836
1502,0.0055877836
1503,0.0055877836
1504,0.0055877836
1505,0.017941728
1506,0.012187259
1507,0.014622862
1508,0.007901144
1509,0.007901144
1510,0.007901144
1511,0.007901144
1512,0.007901144
1513,0.011597755
1514,0.008042042
1515,0.009441122
1516,0.0052060727
1517,0.0052060727
1518,0.0052060727
1519,0.0052060727
1520,0.0052060727
1521,0.017941728
1522,0.012187259
1523,0.014622862
1524,0.007901144
1525,0.007901144
1526,0.007901144
1527,0.007901144
1528,0.007901144
1529,0.020003745
1530,0.013597081
1531,0.014622862
1532,0.007901144
1533,0.007901144
1534,0.007901144
1535,0.007901144
1536,0.007901144
1537,0.017941728
1538,0.012187259
1539,0.014622862
1540,0.007901144
1541,0.007901144
1542,0.007901144
1543,0.007901144
1544,0.007901144
1545,0.017941728
1546,0.013403785
1547,0.014622862
1548,0.009801479
1549,0.009801479
1550,0.009801479
1551,0.009801479
1552,0.009801479
1553,0.016046124
1554,0.010892891
1555,0.0130732395
1556,0.0070587364
1557,0.0070587364
1558,0.0070587364
1559,0.0070587364
1560,0.0070587364
1561,0.017941728
1562,0.013403785
1563,0.014622862
1564,0.009801479
1565,0.009801479
1566,0.009801479
1567,0.009801479
1568,0.009801479
1569,0.032055106
1570,0.018068288
1571,0.026195198
1572,0.011738475
1573,0.011738475
1574,0.011738475
1575,0.011738475
1576,0.011738475
1577,0.017941728
1578,0.012187259
1579,0.014622862
1580,0.007901144
1581,0.007901144
1582,0.007901144
1583,0.007901144
1584,0.007901144
1585,0.020629013
1586,0.014024961
1587,0.019773155
1588,0.010709741
1589,0.010709741
1590,0.010709741
1591,0.010709741
